num,name,index,desc
02.03.02,Фундаментальная информатика и информационные технологии,78,обучает искусственный интеллект тысячах примеров помогает компьютеру учиться собирает обрабатывает большие объемы данных искусственный интеллект отличить кошек собак работает инженерами-программистами специалистами обработке данных математиками специалист обучает искусственный интеллект сложные разработает навигатор построит кратчайший маршрут школы дома пробок ремонта дорог
02.03.03,Математическое обеспечение и администрирование информационных систем,79,обучает искусственный интеллект тысячах примеров помогает компьютеру учиться собирает обрабатывает большие объемы данных искусственный интеллект отличить кошек собак работает инженерами-программистами специалистами обработке данных математиками специалист обучает искусственный интеллект сложные разработает навигатор построит кратчайший маршрут школы дома пробок ремонта дорог создает приложения смартфонов планшетов смарт-часов пишет код приложений игр соцсетей навигаторов онлайн-банков думает приложение выглядеть принесет пользу людям проверяет приложение наличие ошибок мобильных телефонов множество игр приложений работало вылетало зависало кнопки нажимались разработчик мобильных приложений пишет код превращает картинки дизайнер работающее приложение
09.02.04,Информационные системы (по отраслям),80,обучает искусственный интеллект тысячах примеров помогает компьютеру учиться собирает обрабатывает большие объемы данных искусственный интеллект отличить кошек собак работает инженерами-программистами специалистами обработке данных математиками специалист обучает искусственный интеллект сложные разработает навигатор построит кратчайший маршрут школы дома пробок ремонта дорог
01.03.01,Математика,81,ищет закономерности поведении людей сайте приложении анализирует различные данные людей заходит магазина превращает огромные таблицы красивые диаграммы графики предположения улучшить сайте приложении аналитик данных похож синоптика собирают информацию составления прогнозов синоптик собирает данные температуре воздуха давлении погодных явлениях предсказать погода аналитик данных собирает данные продажах мнениях другую информацию сервис удобным людей выводы специалист помогают владельцам правильные решения
01.03.05,Статистика,82,ищет закономерности поведении людей сайте приложении анализирует различные данные людей заходит магазина превращает огромные таблицы красивые диаграммы графики предположения улучшить сайте приложении аналитик данных похож синоптика собирают информацию составления прогнозов синоптик собирает данные температуре воздуха давлении погодных явлениях предсказать погода аналитик данных собирает данные продажах мнениях другую информацию сервис удобным людей выводы специалист помогают владельцам правильные решения
29.03.01,Технология изделий легкой промышленности,83,раскраивает сшивает ткани кожу производстве одежды обуви аксессуаров изучает выкройки лекала схемы сшить понимает особенности разных материалов умеет выявить брак принципы технологии создания одежды снимает мерки выбирает ткань будущего изделия владеет техниками раскроя пошива ремонта текстильных изделий магазину нужны новые куртки сотрудников швея-закройщица изучает выкройки курток сшить выбирает ткань подходящего цвета раскраивает режет куски нужного размера формы швея соединяет куски ткани сшивает помощью швейной машинки проверяет швы ровными ткани складок детали готовы швея-закройщица соединяет получилась готовая куртка пришивает куртке карманы молнии пуговицы
29.01.05,Закройщик,84,раскраивает сшивает ткани кожу производстве одежды обуви аксессуаров изучает выкройки лекала схемы сшить понимает особенности разных материалов умеет выявить брак принципы технологии создания одежды снимает мерки выбирает ткань будущего изделия владеет техниками раскроя пошива ремонта текстильных изделий магазину нужны новые куртки сотрудников швея-закройщица изучает выкройки курток сшить выбирает ткань подходящего цвета раскраивает режет куски нужного размера формы швея соединяет куски ткани сшивает помощью швейной машинки проверяет швы ровными ткани складок детали готовы швея-закройщица соединяет получилась готовая куртка пришивает куртке карманы молнии пуговицы
29.01.08,Оператор швейного оборудования,85,раскраивает сшивает ткани кожу производстве одежды обуви аксессуаров изучает выкройки лекала схемы сшить понимает особенности разных материалов умеет выявить брак принципы технологии создания одежды снимает мерки выбирает ткань будущего изделия владеет техниками раскроя пошива ремонта текстильных изделий магазину нужны новые куртки сотрудников швея-закройщица изучает выкройки курток сшить выбирает ткань подходящего цвета раскраивает режет куски нужного размера формы швея соединяет куски ткани сшивает помощью швейной машинки проверяет швы ровными ткани складок детали готовы швея-закройщица соединяет получилась готовая куртка пришивает куртке карманы молнии пуговицы
29.01.17,Оператор вязально-швейного оборудования,86,раскраивает сшивает ткани кожу производстве одежды обуви аксессуаров изучает выкройки лекала схемы сшить понимает особенности разных материалов умеет выявить брак принципы технологии создания одежды снимает мерки выбирает ткань будущего изделия владеет техниками раскроя пошива ремонта текстильных изделий магазину нужны новые куртки сотрудников швея-закройщица изучает выкройки курток сшить выбирает ткань подходящего цвета раскраивает режет куски нужного размера формы швея соединяет куски ткани сшивает помощью швейной машинки проверяет швы ровными ткани складок детали готовы швея-закройщица соединяет получилась готовая куртка пришивает куртке карманы молнии пуговицы
15.01.32,Оператор станков с программным управлением,87,управляет специальным инструментом фрезерным станком фрезерный станок панелью управления пилами резаками разрезать дерево металл высокой точностью фрезеровщик кладет железный деревянный лист фрезеровочный выбирает инструмент пилу запускает программу вырезала нужные детали измеряет проверяет готовую деталь соответствие требованиям осматривает оборудование проводит техническое обслуживание регулярно чистит станок работал исправно изготовить деталь самолета фрезеровщик возьмет металлическую заготовку закрепит станке установит фрезерный инструмент правильно разместит заготовку включит программу запустит процесс фрезерования следить каждым движением станка деталь получилась идеальной формы размера завершения измерит готовую деталь фрезеровщик заботится оборудовании регулярно чистит проводит техническое обслуживание готовым работе настраивает работу станка контролирует работу помощью пульта управления пультом управления большим экраном множество кнопок переключателей выбирает режимы настройки станка обработки деталей параметрам ремонтирует технически обслуживает механизмы станка станки программным управлением большие устройства по-разному изменять детали физической силы человека нажал работает пилит сверло сверлит управления станком нужен оператор контролирует процесс устанавливает необходимые инструменты станок запускает дистанционно помощью пульта управления оператор проверяет результат обработки быстро устраняет проблему
15.01.34,Фрезеровщик на станках с числовым программным управлением,88,управляет специальным инструментом фрезерным станком фрезерный станок панелью управления пилами резаками разрезать дерево металл высокой точностью фрезеровщик кладет железный деревянный лист фрезеровочный выбирает инструмент пилу запускает программу вырезала нужные детали измеряет проверяет готовую деталь соответствие требованиям осматривает оборудование проводит техническое обслуживание регулярно чистит станок работал исправно изготовить деталь самолета фрезеровщик возьмет металлическую заготовку закрепит станке установит фрезерный инструмент правильно разместит заготовку включит программу запустит процесс фрезерования следить каждым движением станка деталь получилась идеальной формы размера завершения измерит готовую деталь фрезеровщик заботится оборудовании регулярно чистит проводит техническое обслуживание готовым работе
15.03.03,Прикладная механика,89,тестирует программы управления беспилотными машинами самолетами дронами участия человека проектирует алгоритмы системы работали надежно безопасно реагировали разные ситуации определяет оптимальную скорость машин разных участках дороги погоды предусматривает множество возможных ситуаций сценариев беспилотный автомобиль готов сотрудничает инженерами дизайнерами инновационные удобные системы управления компании создать автомобиль ездить водителя наймет разработчика беспилотных систем управления специалист изучает требования программирует специальную систему управлять автомобилем разработчик создает алгоритмы автомобилю ехать тормозить реагировать машины дороге разработчик проведет тестирование программы убедиться работает правильно компьютерные модели специальные симуляторы проверяет беспилотный автомобиль ведет безопасно разных ситуациях дороге программа готова разработчик передает инженерам установят автомобиль выпустит беспилотный автомобиль дороги сможет ездить самостоятельно требуя участия водителя проектирует налаживает ремонтирует механическое оборудование производстве ремонтирует оборудование механизмы сломался конвейер заводе инженер источник поломки разобрать прибор снять сломанную деталь измерить чертеж новую налаживает настраивает механические машины инструменты работали правильно сбоев экспертную оценку состояния текущего оборудования порекомендовать закупке большом заводе производят автомобили инженер-механик производстве настраивает механизмы используются производственной линии планирует разные детали автомобили собирались быстро качественно оборудование установлено инженер-механик следит работой ломалось работало исправно перестает специалист устраняет поломку постоянно ищет способы улучшения оборудования производство эффективнее исследует проектирует программирует роботов проектирует механических помощников выполняют различные пылесосят летают снимают видео отвечают вопросы многое программирует роботов выбирает детали материалы собирает воедино изучает сенсоры искусственный интеллект технологии повышения производительности надежности безопасности роботов экспериментирует программами деталями механизмами физиками инженерами-конструкторами программистами специалистами разрабатывает роботов дома дачи армии полиции медицины сельского хозяйства сфер выставке съехались многих стран поставили робота-помощника умеет ходить робот помогает людям разобраться экспозициях дорогу выходу кафе провожает отвечает любые вопросы выставке инженер-робототехник робота живым помощью специальных программ распознает речь объекты третья анализирует данные управляет движениями речью робота робот передвигаться инженер разработал особые механизмы сенсоры установил микрофон динамик результате организаторов выставки появился умный помощник выставке разных иностранных языках приветлив устает
15.03.01,Машиностроение,90,тестирует программы управления беспилотными машинами самолетами дронами участия человека проектирует алгоритмы системы работали надежно безопасно реагировали разные ситуации определяет оптимальную скорость машин разных участках дороги погоды предусматривает множество возможных ситуаций сценариев беспилотный автомобиль готов сотрудничает инженерами дизайнерами инновационные удобные системы управления компании создать автомобиль ездить водителя наймет разработчика беспилотных систем управления специалист изучает требования программирует специальную систему управлять автомобилем разработчик создает алгоритмы автомобилю ехать тормозить реагировать машины дороге разработчик проведет тестирование программы убедиться работает правильно компьютерные модели специальные симуляторы проверяет беспилотный автомобиль ведет безопасно разных ситуациях дороге программа готова разработчик передает инженерам установят автомобиль выпустит беспилотный автомобиль дороги сможет ездить самостоятельно требуя участия водителя проектирует налаживает ремонтирует механическое оборудование производстве ремонтирует оборудование механизмы сломался конвейер заводе инженер источник поломки разобрать прибор снять сломанную деталь измерить чертеж новую налаживает настраивает механические машины инструменты работали правильно сбоев экспертную оценку состояния текущего оборудования порекомендовать закупке большом заводе производят автомобили инженер-механик производстве настраивает механизмы используются производственной линии планирует разные детали автомобили собирались быстро качественно оборудование установлено инженер-механик следит работой ломалось работало исправно перестает специалист устраняет поломку постоянно ищет способы улучшения оборудования производство эффективнее налаживает ремонтирует промышленное оборудование разбирает различные устройства исправить проблемы устанавливает подключает электромеханическое оборудование инструкциям стандартам безопасности тестирует электромеханические устройства убедиться работоспособности безопасности производстве автомобилей конвейер перемещают детали электромеханик отвечает обслуживание различных компонентов конвейера моторов приводов редукторов систем управления специалист устанавливает новые компоненты настраивает параметры конвейера детали конвейере ехали оптимальной скоростью возникнет проблема двигателем конвейера электромеханик проведет диагностику выяснит причину неисправности отремонтирует заменит двигатель
15.01.05,Сварщик (ручной и частично механизированной сварки (наплавки),91,соединяет металлические детали расплавляет металл помощью сварочного аппарата соединяет детали единое целое режет шлифует обрабатывает металлические детали сваркой соединялись читает чертежи инструкции правильно сварить детали проверяет сварочный шов дефекты велосипедную раму состоит соединенных металлических трубок специалист подготавливает металлические трубки очищает грязи устраняет повреждения включает сварочный аппарат начинает плавить металл держа безопасном расстоянии металл жидким сварщик соединяет трубки стыка прочный сварочный шов готовую раму сварщик проверяет убедиться крепкая надежная
15.01.06,Сварщик на лазерных установках,92,соединяет металлические детали расплавляет металл помощью сварочного аппарата соединяет детали единое целое режет шлифует обрабатывает металлические детали сваркой соединялись читает чертежи инструкции правильно сварить детали проверяет сварочный шов дефекты велосипедную раму состоит соединенных металлических трубок специалист подготавливает металлические трубки очищает грязи устраняет повреждения включает сварочный аппарат начинает плавить металл держа безопасном расстоянии металл жидким сварщик соединяет трубки стыка прочный сварочный шов готовую раму сварщик проверяет убедиться крепкая надежная
22.02.06,Сварочное производство,93,соединяет металлические детали расплавляет металл помощью сварочного аппарата соединяет детали единое целое режет шлифует обрабатывает металлические детали сваркой соединялись читает чертежи инструкции правильно сварить детали проверяет сварочный шов дефекты велосипедную раму состоит соединенных металлических трубок специалист подготавливает металлические трубки очищает грязи устраняет повреждения включает сварочный аппарат начинает плавить металл держа безопасном расстоянии металл жидким сварщик соединяет трубки стыка прочный сварочный шов готовую раму сварщик проверяет убедиться крепкая надежная
15.03.02,Технологические машины и оборудование,94,проектирует налаживает ремонтирует механическое оборудование производстве ремонтирует оборудование механизмы сломался конвейер заводе инженер источник поломки разобрать прибор снять сломанную деталь измерить чертеж новую налаживает настраивает механические машины инструменты работали правильно сбоев экспертную оценку состояния текущего оборудования порекомендовать закупке большом заводе производят автомобили инженер-механик производстве настраивает механизмы используются производственной линии планирует разные детали автомобили собирались быстро качественно оборудование установлено инженер-механик следит работой ломалось работало исправно перестает специалист устраняет поломку постоянно ищет способы улучшения оборудования производство эффективнее следит техническим состоянием автотранспорта автопарке отвечает автосервисе организует техническое обслуживание автомобилей автопарке разрабатывает схемы графики движения автотранспортных средств проводит мероприятия обновлению состава автомобилей автобусов грузовиков фур разрабатывает стандарты правила проведению технического обслуживания ремонта автомобилей работает экспедиторами организовать доставку товаров городе организовать движение автобусов инженер обслуживанию автотранспорта составляет график движения автобусов разрабатывает оптимальный маршрут учитывает движения транспортные средства приходили опозданий инженер следит автопарк хорошем техническом проверяет автобусы работают исправно ломаются организует инженер обслуживанию заботится автопарк современным безопасным следит старые автобусы вовремя заменяли новые
13.03.03,Энергетическое машиностроение,95,проектирует налаживает ремонтирует механическое оборудование производстве ремонтирует оборудование механизмы сломался конвейер заводе инженер источник поломки разобрать прибор снять сломанную деталь измерить чертеж новую налаживает настраивает механические машины инструменты работали правильно сбоев экспертную оценку состояния текущего оборудования порекомендовать закупке большом заводе производят автомобили инженер-механик производстве настраивает механизмы используются производственной линии планирует разные детали автомобили собирались быстро качественно оборудование установлено инженер-механик следит работой ломалось работало исправно перестает специалист устраняет поломку постоянно ищет способы улучшения оборудования производство эффективнее следит техническим состоянием автотранспорта автопарке отвечает автосервисе организует техническое обслуживание автомобилей автопарке разрабатывает схемы графики движения автотранспортных средств проводит мероприятия обновлению состава автомобилей автобусов грузовиков фур разрабатывает стандарты правила проведению технического обслуживания ремонта автомобилей работает экспедиторами организовать доставку товаров городе организовать движение автобусов инженер обслуживанию автотранспорта составляет график движения автобусов разрабатывает оптимальный маршрут учитывает движения транспортные средства приходили опозданий инженер следит автопарк хорошем техническом проверяет автобусы работают исправно ломаются организует инженер обслуживанию заботится автопарк современным безопасным следит старые автобусы вовремя заменяли новые
23.03.02,Наземные транспортно-технологические комплексы,96,проектирует налаживает ремонтирует механическое оборудование производстве ремонтирует оборудование механизмы сломался конвейер заводе инженер источник поломки разобрать прибор снять сломанную деталь измерить чертеж новую налаживает настраивает механические машины инструменты работали правильно сбоев экспертную оценку состояния текущего оборудования порекомендовать закупке большом заводе производят автомобили инженер-механик производстве настраивает механизмы используются производственной линии планирует разные детали автомобили собирались быстро качественно оборудование установлено инженер-механик следит работой ломалось работало исправно перестает специалист устраняет поломку постоянно ищет способы улучшения оборудования производство эффективнее следит техническим состоянием автотранспорта автопарке отвечает автосервисе организует техническое обслуживание автомобилей автопарке разрабатывает схемы графики движения автотранспортных средств проводит мероприятия обновлению состава автомобилей автобусов грузовиков фур разрабатывает стандарты правила проведению технического обслуживания ремонта автомобилей работает экспедиторами организовать доставку товаров городе организовать движение автобусов инженер обслуживанию автотранспорта составляет график движения автобусов разрабатывает оптимальный маршрут учитывает движения транспортные средства приходили опозданий инженер следит автопарк хорошем техническом проверяет автобусы работают исправно ломаются организует инженер обслуживанию заботится автопарк современным безопасным следит старые автобусы вовремя заменяли новые
15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств,97,проектирует налаживает ремонтирует механическое оборудование производстве ремонтирует оборудование механизмы сломался конвейер заводе инженер источник поломки разобрать прибор снять сломанную деталь измерить чертеж новую налаживает настраивает механические машины инструменты работали правильно сбоев экспертную оценку состояния текущего оборудования порекомендовать закупке большом заводе производят автомобили инженер-механик производстве настраивает механизмы используются производственной линии планирует разные детали автомобили собирались быстро качественно оборудование установлено инженер-механик следит работой ломалось работало исправно перестает специалист устраняет поломку постоянно ищет способы улучшения оборудования производство эффективнее
23.03.03,Эксплуатация транспортно-технологических машин и комплексов,98,проектирует налаживает ремонтирует механическое оборудование производстве ремонтирует оборудование механизмы сломался конвейер заводе инженер источник поломки разобрать прибор снять сломанную деталь измерить чертеж новую налаживает настраивает механические машины инструменты работали правильно сбоев экспертную оценку состояния текущего оборудования порекомендовать закупке большом заводе производят автомобили инженер-механик производстве настраивает механизмы используются производственной линии планирует разные детали автомобили собирались быстро качественно оборудование установлено инженер-механик следит работой ломалось работало исправно перестает специалист устраняет поломку постоянно ищет способы улучшения оборудования производство эффективнее управляет беспилотниками дронами квадрокоптерами запускает дроны доставить товары собрать информацию местности планирует маршрут следит движением дрона помощи специальных программ прикрепленной дрону камере обслуживает ремонтирует беспилотные устройства готовы работе оператору поручили помощью дронов осмотреть растут посевы полях введет специальную программу координаты поля отправит беспилотный аппарат нужную точку дрон оснащен камерой приборами позволяют собирать информацию растений почвы поле помощью камеры специалист сделает фотографии видео высокого помогут оценить состояние растений поле оператор проследит беспилотный аппарат летел нужном направлении необходимые снимки перестанет оператор момент изменить настройки программы направить аппарат обратно базу диагностики ремонта следит техническим состоянием автотранспорта автопарке отвечает автосервисе организует техническое обслуживание автомобилей автопарке разрабатывает схемы графики движения автотранспортных средств проводит мероприятия обновлению состава автомобилей автобусов грузовиков фур разрабатывает стандарты правила проведению технического обслуживания ремонта автомобилей работает экспедиторами организовать доставку товаров городе организовать движение автобусов инженер обслуживанию автотранспорта составляет график движения автобусов разрабатывает оптимальный маршрут учитывает движения транспортные средства приходили опозданий инженер следит автопарк хорошем техническом проверяет автобусы работают исправно ломаются организует инженер обслуживанию заботится автопарк современным безопасным следит старые автобусы вовремя заменяли новые
23.05.01,Наземные транспортно-технологические средства,99,проектирует налаживает ремонтирует механическое оборудование производстве ремонтирует оборудование механизмы сломался конвейер заводе инженер источник поломки разобрать прибор снять сломанную деталь измерить чертеж новую налаживает настраивает механические машины инструменты работали правильно сбоев экспертную оценку состояния текущего оборудования порекомендовать закупке большом заводе производят автомобили инженер-механик производстве настраивает механизмы используются производственной линии планирует разные детали автомобили собирались быстро качественно оборудование установлено инженер-механик следит работой ломалось работало исправно перестает специалист устраняет поломку постоянно ищет способы улучшения оборудования производство эффективнее следит техническим состоянием автотранспорта автопарке отвечает автосервисе организует техническое обслуживание автомобилей автопарке разрабатывает схемы графики движения автотранспортных средств проводит мероприятия обновлению состава автомобилей автобусов грузовиков фур разрабатывает стандарты правила проведению технического обслуживания ремонта автомобилей работает экспедиторами организовать доставку товаров городе организовать движение автобусов инженер обслуживанию автотранспорта составляет график движения автобусов разрабатывает оптимальный маршрут учитывает движения транспортные средства приходили опозданий инженер следит автопарк хорошем техническом проверяет автобусы работают исправно ломаются организует инженер обслуживанию заботится автопарк современным безопасным следит старые автобусы вовремя заменяли новые
